dataset,fold,step,fe
vertebral-column-3clases,2,63,ht_svd
vertebral-column-3clases,2,64,ht_svd
vertebral-column-3clases,2,65,ht_svd
vertebral-column-3clases,2,66,ht_svd
vertebral-column-3clases,2,67,ht_svd
vertebral-column-3clases,2,68,ht_svd
vertebral-column-3clases,2,69,ht_svd
vertebral-column-3clases,2,70,autofeat
vertebral-column-3clases,2,71,ht_svd
vertebral-column-3clases,2,72,ht_svd
vertebral-column-3clases,2,73,ht_svd
vertebral-column-3clases,2,74,ht_svd
vertebral-column-3clases,2,75,ht_svd
vertebral-column-3clases,2,76,ht_svd
vertebral-column-3clases,2,77,ht_svd
vertebral-column-3clases,2,78,ht_svd
vertebral-column-3clases,2,79,ht_svd
vertebral-column-3clases,2,80,ht_svd
vertebral-column-3clases,2,81,ht_svd
vertebral-column-3clases,2,82,autofeat
vertebral-column-3clases,2,83,ht_svd
vertebral-column-3clases,2,84,ht_svd
vertebral-column-3clases,2,85,ht_svd
vertebral-column-3clases,2,86,ht_svd
vertebral-column-3clases,2,87,ht_svd
vertebral-column-3clases,2,88,ht_svd
vertebral-column-3clases,2,89,ht_svd
vertebral-column-3clases,2,90,ht_svd
vertebral-column-3clases,2,91,ht_svd
vertebral-column-3clases,2,92,ht_svd
vertebral-column-3clases,2,93,ht_svd
vertebral-column-3clases,2,94,ht_svd
vertebral-column-3clases,2,95,ht_svd
vertebral-column-3clases,2,96,ht_svd
vertebral-column-3clases,2,97,ht_svd
vertebral-column-3clases,2,98,random_proj
vertebral-column-3clases,2,99,ht_svd
vertebral-column-3clases,3,0,identity
vertebral-column-3clases,3,1,random_proj
vertebral-column-3clases,3,2,identity
vertebral-column-3clases,3,3,identity
vertebral-column-3clases,3,4,identity
vertebral-column-3clases,3,5,identity
vertebral-column-3clases,3,6,autofeat
vertebral-column-3clases,3,7,random_proj
vertebral-column-3clases,3,8,ht_svd
vertebral-column-3clases,3,9,random_proj
vertebral-column-3clases,3,10,random_proj
vertebral-column-3clases,3,11,random_proj
vertebral-column-3clases,3,12,random_proj
vertebral-column-3clases,3,13,random_proj
vertebral-column-3clases,3,14,ht_svd
vertebral-column-3clases,3,15,random_proj
vertebral-column-3clases,3,16,random_proj
vertebral-column-3clases,3,17,random_proj
vertebral-column-3clases,3,18,random_proj
vertebral-column-3clases,3,19,random_proj
vertebral-column-3clases,3,20,random_proj
vertebral-column-3clases,3,21,ht_svd
vertebral-column-3clases,3,22,random_proj
vertebral-column-3clases,3,23,random_proj
vertebral-column-3clases,3,24,random_proj
vertebral-column-3clases,3,25,random_proj
vertebral-column-3clases,3,26,random_proj
vertebral-column-3clases,3,27,random_proj
vertebral-column-3clases,3,28,random_proj
vertebral-column-3clases,3,29,ht_svd
vertebral-column-3clases,3,30,random_proj
vertebral-column-3clases,3,31,ht_svd
vertebral-column-3clases,3,32,ht_svd
vertebral-column-3clases,3,33,ht_svd
vertebral-column-3clases,3,34,ht_svd
vertebral-column-3clases,3,35,ht_svd
vertebral-column-3clases,3,36,ht_svd
vertebral-column-3clases,3,37,random_proj
vertebral-column-3clases,3,38,ht_svd
vertebral-column-3clases,3,39,ht_svd
vertebral-column-3clases,3,40,ht_svd
vertebral-column-3clases,3,41,ht_svd
vertebral-column-3clases,3,42,ht_svd
vertebral-column-3clases,3,43,identity
vertebral-column-3clases,3,44,ht_svd
vertebral-column-3clases,3,45,ht_svd
vertebral-column-3clases,3,46,ht_svd
vertebral-column-3clases,3,47,ht_svd
vertebral-column-3clases,3,48,ht_svd
vertebral-column-3clases,3,49,ht_svd
vertebral-column-3clases,3,50,ht_svd
vertebral-column-3clases,3,51,ht_svd
vertebral-column-3clases,3,52,autofeat
vertebral-column-3clases,3,53,ht_svd
vertebral-column-3clases,3,54,ht_svd
vertebral-column-3clases,3,55,ht_svd
vertebral-column-3clases,3,56,ht_svd
vertebral-column-3clases,3,57,ht_svd
vertebral-column-3clases,3,58,ht_svd
vertebral-column-3clases,3,59,random_proj
vertebral-column-3clases,3,60,ht_svd
vertebral-column-3clases,3,61,ht_svd
vertebral-column-3clases,3,62,ht_svd
vertebral-column-3clases,3,63,ht_svd
vertebral-column-3clases,3,64,ht_svd
vertebral-column-3clases,3,65,ht_svd
vertebral-column-3clases,3,66,ht_svd
vertebral-column-3clases,3,67,ht_svd
vertebral-column-3clases,3,68,ht_svd
vertebral-column-3clases,3,69,ht_svd
vertebral-column-3clases,3,70,identity
vertebral-column-3clases,3,71,ht_svd
vertebral-column-3clases,3,72,ht_svd
vertebral-column-3clases,3,73,ht_svd
vertebral-column-3clases,3,74,ht_svd
vertebral-column-3clases,3,75,ht_svd
vertebral-column-3clases,3,76,autofeat
vertebral-column-3clases,3,77,ht_svd
vertebral-column-3clases,3,78,ht_svd
vertebral-column-3clases,3,79,ht_svd
vertebral-column-3clases,3,80,ht_svd
vertebral-column-3clases,3,81,ht_svd
vertebral-column-3clases,3,82,ht_svd
vertebral-column-3clases,3,83,random_proj
vertebral-column-3clases,3,84,ht_svd
vertebral-column-3clases,3,85,ht_svd
vertebral-column-3clases,3,86,identity
vertebral-column-3clases,3,87,ht_svd
vertebral-column-3clases,3,88,ht_svd
vertebral-column-3clases,3,89,ht_svd
vertebral-column-3clases,3,90,random_proj
vertebral-column-3clases,3,91,ht_svd
vertebral-column-3clases,3,92,random_proj
vertebral-column-3clases,3,93,random_proj
vertebral-column-3clases,3,94,ht_svd
vertebral-column-3clases,3,95,ht_svd
vertebral-column-3clases,3,96,ht_svd
vertebral-column-3clases,3,97,ht_svd
vertebral-column-3clases,3,98,random_proj
vertebral-column-3clases,3,99,ht_svd
arrhythmia,0,0,autofeat
arrhythmia,0,1,autofeat
arrhythmia,0,2,identity
arrhythmia,0,3,identity
arrhythmia,0,4,identity
arrhythmia,0,5,autofeat
arrhythmia,0,6,autofeat
arrhythmia,0,7,identity
arrhythmia,0,8,identity
arrhythmia,0,9,autofeat
arrhythmia,0,10,autofeat
arrhythmia,0,11,identity
arrhythmia,0,12,random_proj
arrhythmia,0,13,identity
arrhythmia,0,14,identity
arrhythmia,0,15,random_proj
arrhythmia,0,16,identity
arrhythmia,0,17,ht_svd
arrhythmia,0,18,random_proj
arrhythmia,0,19,ht_svd
arrhythmia,0,20,random_proj
arrhythmia,0,21,identity
arrhythmia,0,22,ht_svd
arrhythmia,0,23,autofeat
arrhythmia,0,24,autofeat
arrhythmia,0,25,random_proj
arrhythmia,0,26,identity
arrhythmia,0,27,autofeat
arrhythmia,0,28,ht_svd
arrhythmia,0,29,ht_svd
arrhythmia,0,30,random_proj
arrhythmia,0,31,autofeat
arrhythmia,0,32,autofeat
arrhythmia,0,33,identity
arrhythmia,0,34,identity
arrhythmia,0,35,autofeat
arrhythmia,0,36,ht_svd
arrhythmia,0,37,ht_svd
arrhythmia,0,38,ht_svd
arrhythmia,0,39,autofeat
arrhythmia,0,40,ht_svd
arrhythmia,0,41,autofeat
arrhythmia,0,42,autofeat
arrhythmia,0,43,identity
arrhythmia,0,44,autofeat
arrhythmia,0,45,random_proj
arrhythmia,0,46,ht_svd
arrhythmia,0,47,random_proj
arrhythmia,0,48,identity
arrhythmia,0,49,autofeat
arrhythmia,0,50,random_proj
arrhythmia,0,51,autofeat
arrhythmia,0,52,random_proj
arrhythmia,0,53,autofeat
arrhythmia,0,54,ht_svd
arrhythmia,0,55,identity
arrhythmia,0,56,ht_svd
arrhythmia,0,57,autofeat
arrhythmia,0,58,random_proj
arrhythmia,0,59,ht_svd
arrhythmia,0,60,autofeat
arrhythmia,0,61,identity
arrhythmia,0,62,ht_svd
arrhythmia,0,63,autofeat
arrhythmia,0,64,random_proj
arrhythmia,0,65,ht_svd
arrhythmia,0,66,ht_svd
arrhythmia,0,67,random_proj
arrhythmia,0,68,autofeat
arrhythmia,0,69,identity
arrhythmia,0,70,identity
arrhythmia,0,71,random_proj
arrhythmia,0,72,ht_svd
arrhythmia,0,73,identity
arrhythmia,0,74,random_proj
arrhythmia,0,75,ht_svd
arrhythmia,0,76,autofeat
arrhythmia,0,77,random_proj
arrhythmia,0,78,identity
arrhythmia,0,79,ht_svd
arrhythmia,0,80,ht_svd
arrhythmia,0,81,identity
arrhythmia,0,82,random_proj
arrhythmia,0,83,identity
arrhythmia,0,84,autofeat
arrhythmia,0,85,identity
arrhythmia,0,86,random_proj
arrhythmia,0,87,autofeat
arrhythmia,0,88,identity
arrhythmia,0,89,random_proj
arrhythmia,0,90,autofeat
arrhythmia,0,91,autofeat
arrhythmia,0,92,autofeat
arrhythmia,0,93,random_proj
arrhythmia,0,94,autofeat
arrhythmia,0,95,random_proj
arrhythmia,0,96,ht_svd
arrhythmia,0,97,identity
arrhythmia,0,98,identity
arrhythmia,0,99,random_proj
arrhythmia,1,0,identity
arrhythmia,1,1,autofeat
arrhythmia,1,2,identity
arrhythmia,1,3,ht_svd
arrhythmia,1,4,autofeat
arrhythmia,1,5,autofeat
arrhythmia,1,6,autofeat
arrhythmia,1,7,random_proj
arrhythmia,1,8,random_proj
arrhythmia,1,9,autofeat
arrhythmia,1,10,ht_svd
arrhythmia,1,11,random_proj
arrhythmia,1,12,ht_svd
arrhythmia,1,13,autofeat
arrhythmia,1,14,random_proj
arrhythmia,1,15,autofeat
arrhythmia,1,16,random_proj
arrhythmia,1,17,identity
arrhythmia,1,18,random_proj
arrhythmia,1,19,identity
arrhythmia,1,20,random_proj
arrhythmia,1,21,random_proj
arrhythmia,1,22,autofeat
arrhythmia,1,23,random_proj
arrhythmia,1,24,ht_svd
arrhythmia,1,25,random_proj
arrhythmia,1,26,ht_svd
arrhythmia,1,27,ht_svd
arrhythmia,1,28,autofeat
arrhythmia,1,29,autofeat
arrhythmia,1,30,ht_svd
arrhythmia,1,31,autofeat
arrhythmia,1,32,autofeat
arrhythmia,1,33,ht_svd
arrhythmia,1,34,random_proj
arrhythmia,1,35,autofeat
arrhythmia,1,36,random_proj
arrhythmia,1,37,autofeat
arrhythmia,1,38,autofeat
arrhythmia,1,39,ht_svd
arrhythmia,1,40,autofeat
arrhythmia,1,41,autofeat
arrhythmia,1,42,autofeat
arrhythmia,1,43,random_proj
arrhythmia,1,44,ht_svd
arrhythmia,1,45,autofeat
arrhythmia,1,46,autofeat
arrhythmia,1,47,autofeat
arrhythmia,1,48,autofeat
arrhythmia,1,49,random_proj
arrhythmia,1,50,random_proj
arrhythmia,1,51,random_proj
arrhythmia,1,52,random_proj
arrhythmia,1,53,autofeat
arrhythmia,1,54,random_proj
arrhythmia,1,55,autofeat
arrhythmia,1,56,random_proj
arrhythmia,1,57,random_proj
arrhythmia,1,58,random_proj
arrhythmia,1,59,random_proj
arrhythmia,1,60,autofeat
arrhythmia,1,61,autofeat
arrhythmia,1,62,autofeat
arrhythmia,1,63,identity
arrhythmia,1,64,autofeat
arrhythmia,1,65,autofeat
arrhythmia,1,66,ht_svd
arrhythmia,1,67,autofeat
arrhythmia,1,68,autofeat
arrhythmia,1,69,random_proj
arrhythmia,1,70,autofeat
arrhythmia,1,71,autofeat
arrhythmia,1,72,random_proj
arrhythmia,1,73,ht_svd
arrhythmia,1,74,ht_svd
arrhythmia,1,75,ht_svd
arrhythmia,1,76,autofeat
arrhythmia,1,77,random_proj
arrhythmia,1,78,random_proj
arrhythmia,1,79,autofeat
arrhythmia,1,80,autofeat
arrhythmia,1,81,identity
arrhythmia,1,82,ht_svd
arrhythmia,1,83,autofeat
arrhythmia,1,84,random_proj
arrhythmia,1,85,random_proj
arrhythmia,1,86,ht_svd
arrhythmia,1,87,random_proj
arrhythmia,1,88,identity
arrhythmia,1,89,autofeat
arrhythmia,1,90,autofeat
arrhythmia,1,91,autofeat
arrhythmia,1,92,identity
arrhythmia,1,93,autofeat
arrhythmia,1,94,autofeat
arrhythmia,1,95,random_proj
arrhythmia,1,96,ht_svd
arrhythmia,1,97,random_proj
arrhythmia,1,98,autofeat
arrhythmia,1,99,random_proj
arrhythmia,2,0,identity
arrhythmia,2,1,autofeat
arrhythmia,2,2,autofeat
arrhythmia,2,3,identity
arrhythmia,2,4,identity
arrhythmia,2,5,identity
arrhythmia,2,6,autofeat
arrhythmia,2,7,identity
arrhythmia,2,8,random_proj
arrhythmia,2,9,autofeat
arrhythmia,2,10,autofeat
arrhythmia,2,11,identity
arrhythmia,2,12,autofeat
arrhythmia,2,13,random_proj
arrhythmia,2,14,identity
arrhythmia,2,15,random_proj
arrhythmia,2,16,random_proj
arrhythmia,2,17,ht_svd
arrhythmia,2,18,identity
arrhythmia,2,19,ht_svd
arrhythmia,2,20,random_proj
arrhythmia,2,21,autofeat
arrhythmia,2,22,random_proj
arrhythmia,2,23,autofeat
arrhythmia,2,24,identity
arrhythmia,2,25,identity
arrhythmia,2,26,identity
arrhythmia,2,27,identity
arrhythmia,2,28,random_proj
arrhythmia,2,29,identity
arrhythmia,2,30,random_proj
arrhythmia,2,31,identity
arrhythmia,2,32,identity
arrhythmia,2,33,identity
arrhythmia,2,34,autofeat
arrhythmia,2,35,ht_svd
arrhythmia,2,36,random_proj
arrhythmia,2,37,identity
arrhythmia,2,38,random_proj
arrhythmia,2,39,random_proj
arrhythmia,2,40,random_proj
arrhythmia,2,41,random_proj
arrhythmia,2,42,identity
arrhythmia,2,43,random_proj
arrhythmia,2,44,identity
arrhythmia,2,45,random_proj
arrhythmia,2,46,random_proj
arrhythmia,2,47,random_proj
arrhythmia,2,48,ht_svd
arrhythmia,2,49,identity
arrhythmia,2,50,autofeat
arrhythmia,2,51,ht_svd
arrhythmia,2,52,ht_svd
arrhythmia,2,53,random_proj
arrhythmia,2,54,autofeat
arrhythmia,2,55,random_proj
arrhythmia,2,56,ht_svd
arrhythmia,2,57,autofeat
arrhythmia,2,58,random_proj
arrhythmia,2,59,ht_svd
arrhythmia,2,60,ht_svd
arrhythmia,2,61,identity
arrhythmia,2,62,random_proj
arrhythmia,2,63,ht_svd
arrhythmia,2,64,random_proj
arrhythmia,2,65,random_proj
arrhythmia,2,66,ht_svd
arrhythmia,2,67,ht_svd
arrhythmia,2,68,identity
arrhythmia,2,69,ht_svd
arrhythmia,2,70,ht_svd
arrhythmia,2,71,ht_svd
arrhythmia,2,72,random_proj
arrhythmia,2,73,random_proj
arrhythmia,2,74,identity
arrhythmia,2,75,random_proj
arrhythmia,2,76,random_proj
arrhythmia,2,77,random_proj
arrhythmia,2,78,identity
arrhythmia,2,79,identity
arrhythmia,2,80,identity
arrhythmia,2,81,identity
arrhythmia,2,82,ht_svd
arrhythmia,2,83,identity
arrhythmia,2,84,ht_svd
arrhythmia,2,85,random_proj
arrhythmia,2,86,random_proj
arrhythmia,2,87,random_proj
arrhythmia,2,88,identity
arrhythmia,2,89,ht_svd
arrhythmia,2,90,identity
arrhythmia,2,91,ht_svd
arrhythmia,2,92,identity
arrhythmia,2,93,identity
arrhythmia,2,94,ht_svd
arrhythmia,2,95,ht_svd
arrhythmia,2,96,ht_svd
arrhythmia,2,97,ht_svd
arrhythmia,2,98,random_proj
arrhythmia,2,99,ht_svd
arrhythmia,3,0,identity
arrhythmia,3,1,identity
arrhythmia,3,2,autofeat
arrhythmia,3,3,autofeat
arrhythmia,3,4,autofeat
arrhythmia,3,5,random_proj
arrhythmia,3,6,identity
arrhythmia,3,7,identity
arrhythmia,3,8,identity
arrhythmia,3,9,autofeat
arrhythmia,3,10,identity
arrhythmia,3,11,random_proj
arrhythmia,3,12,ht_svd
arrhythmia,3,13,autofeat
arrhythmia,3,14,autofeat
arrhythmia,3,15,ht_svd
arrhythmia,3,16,identity
arrhythmia,3,17,random_proj
arrhythmia,3,18,random_proj
arrhythmia,3,19,ht_svd
arrhythmia,3,20,random_proj
arrhythmia,3,21,random_proj
arrhythmia,3,22,autofeat
arrhythmia,3,23,identity
arrhythmia,3,24,random_proj
arrhythmia,3,25,identity
arrhythmia,3,26,autofeat
arrhythmia,3,27,random_proj
arrhythmia,3,28,identity
arrhythmia,3,29,autofeat
arrhythmia,3,30,identity
arrhythmia,3,31,autofeat
arrhythmia,3,32,identity
arrhythmia,3,33,autofeat
arrhythmia,3,34,identity
arrhythmia,3,35,identity
arrhythmia,3,36,ht_svd
arrhythmia,3,37,autofeat
arrhythmia,3,38,autofeat
arrhythmia,3,39,random_proj
arrhythmia,3,40,ht_svd
arrhythmia,3,41,identity
arrhythmia,3,42,autofeat
arrhythmia,3,43,identity
arrhythmia,3,44,random_proj
arrhythmia,3,45,ht_svd
arrhythmia,3,46,random_proj
arrhythmia,3,47,identity
arrhythmia,3,48,random_proj
arrhythmia,3,49,random_proj
arrhythmia,3,50,identity
arrhythmia,3,51,random_proj
arrhythmia,3,52,autofeat
arrhythmia,3,53,random_proj
arrhythmia,3,54,identity
arrhythmia,3,55,ht_svd
arrhythmia,3,56,identity
arrhythmia,3,57,identity
arrhythmia,3,58,identity
arrhythmia,3,59,random_proj
arrhythmia,3,60,random_proj
arrhythmia,3,61,random_proj
arrhythmia,3,62,autofeat
arrhythmia,3,63,random_proj
arrhythmia,3,64,identity
arrhythmia,3,65,autofeat
arrhythmia,3,66,identity
arrhythmia,3,67,identity
arrhythmia,3,68,ht_svd
arrhythmia,3,69,ht_svd
arrhythmia,3,70,random_proj
arrhythmia,3,71,identity
arrhythmia,3,72,identity
arrhythmia,3,73,random_proj
arrhythmia,3,74,autofeat
arrhythmia,3,75,identity
arrhythmia,3,76,random_proj
arrhythmia,3,77,autofeat
arrhythmia,3,78,identity
arrhythmia,3,79,random_proj
arrhythmia,3,80,random_proj
arrhythmia,3,81,autofeat
arrhythmia,3,82,ht_svd
arrhythmia,3,83,autofeat
arrhythmia,3,84,autofeat
arrhythmia,3,85,random_proj
arrhythmia,3,86,random_proj
arrhythmia,3,87,identity
arrhythmia,3,88,ht_svd
arrhythmia,3,89,autofeat
arrhythmia,3,90,ht_svd
arrhythmia,3,91,identity
arrhythmia,3,92,random_proj
arrhythmia,3,93,identity
arrhythmia,3,94,identity
arrhythmia,3,95,identity
arrhythmia,3,96,identity
arrhythmia,3,97,random_proj
arrhythmia,3,98,ht_svd
arrhythmia,3,99,identity
libras,0,0,random_proj
libras,0,1,random_proj
libras,0,2,random_proj
libras,0,3,ht_svd
libras,0,4,ht_svd
libras,0,5,random_proj
libras,0,6,identity
libras,0,7,random_proj
libras,0,8,autofeat
libras,0,9,identity
libras,0,10,random_proj
libras,0,11,identity
libras,0,12,ht_svd
libras,0,13,autofeat
libras,0,14,random_proj
libras,0,15,random_proj
libras,0,16,random_proj
libras,0,17,autofeat
libras,0,18,random_proj
libras,0,19,ht_svd
libras,0,20,ht_svd
libras,0,21,random_proj
libras,0,22,autofeat
libras,0,23,ht_svd
libras,0,24,random_proj
libras,0,25,autofeat
libras,0,26,ht_svd
libras,0,27,random_proj
libras,0,28,random_proj
libras,0,29,ht_svd
libras,0,30,ht_svd
libras,0,31,ht_svd
libras,0,32,ht_svd
libras,0,33,random_proj
libras,0,34,autofeat
libras,0,35,autofeat
libras,0,36,identity
libras,0,37,ht_svd
libras,0,38,random_proj
libras,0,39,autofeat
libras,0,40,ht_svd
libras,0,41,autofeat
libras,0,42,autofeat
libras,0,43,ht_svd
libras,0,44,ht_svd
libras,0,45,autofeat
libras,0,46,autofeat
libras,0,47,autofeat
libras,0,48,autofeat
libras,0,49,autofeat
libras,0,50,autofeat
libras,0,51,ht_svd
libras,0,52,ht_svd
libras,0,53,identity
libras,0,54,identity
libras,0,55,ht_svd
libras,0,56,identity
libras,0,57,identity
libras,0,58,ht_svd
libras,0,59,random_proj
libras,0,60,identity
libras,0,61,ht_svd
libras,0,62,autofeat
libras,0,63,ht_svd
libras,0,64,autofeat
libras,0,65,ht_svd
libras,0,66,ht_svd
libras,0,67,ht_svd
libras,0,68,identity
libras,0,69,autofeat
libras,0,70,autofeat
libras,0,71,autofeat
libras,0,72,autofeat
libras,0,73,identity
libras,0,74,identity
libras,0,75,identity
libras,0,76,identity
libras,0,77,identity
libras,0,78,autofeat
libras,0,79,identity
libras,0,80,ht_svd
libras,0,81,identity
libras,0,82,autofeat
libras,0,83,autofeat
libras,0,84,identity
libras,0,85,identity
libras,0,86,ht_svd
libras,0,87,autofeat
libras,0,88,ht_svd
libras,0,89,identity
libras,0,90,identity
libras,0,91,autofeat
libras,0,92,identity
libras,0,93,identity
libras,0,94,identity
libras,0,95,identity
libras,0,96,identity
libras,0,97,identity
libras,0,98,identity
libras,0,99,ht_svd
libras,1,0,identity
libras,1,1,random_proj
libras,1,2,identity
libras,1,3,ht_svd
libras,1,4,identity
libras,1,5,random_proj
libras,1,6,autofeat
libras,1,7,ht_svd
libras,1,8,identity
libras,1,9,random_proj
libras,1,10,random_proj
libras,1,11,ht_svd
libras,1,12,random_proj
libras,1,13,random_proj
libras,1,14,ht_svd
libras,1,15,ht_svd
libras,1,16,ht_svd
libras,1,17,identity
libras,1,18,random_proj
libras,1,19,random_proj
libras,1,20,autofeat
libras,1,21,random_proj
libras,1,22,ht_svd
libras,1,23,random_proj
libras,1,24,ht_svd
libras,1,25,autofeat
libras,1,26,identity
libras,1,27,ht_svd
libras,1,28,autofeat
libras,1,29,random_proj
libras,1,30,identity
libras,1,31,autofeat
libras,1,32,ht_svd
libras,1,33,ht_svd
libras,1,34,random_proj
libras,1,35,ht_svd
libras,1,36,ht_svd
libras,1,37,ht_svd
libras,1,38,random_proj
libras,1,39,ht_svd
libras,1,40,identity
libras,1,41,ht_svd
libras,1,42,random_proj
libras,1,43,ht_svd
libras,1,44,identity
libras,1,45,identity
libras,1,46,autofeat
libras,1,47,ht_svd
libras,1,48,identity
libras,1,49,random_proj
libras,1,50,ht_svd
libras,1,51,identity
libras,1,52,ht_svd
libras,1,53,autofeat
libras,1,54,autofeat
libras,1,55,autofeat
libras,1,56,random_proj
libras,1,57,autofeat
libras,1,58,autofeat
libras,1,59,random_proj
libras,1,60,identity
libras,1,61,autofeat
libras,1,62,identity
libras,1,63,ht_svd
libras,1,64,autofeat
libras,1,65,autofeat
libras,1,66,ht_svd
libras,1,67,random_proj
libras,1,68,identity
libras,1,69,ht_svd
libras,1,70,identity
libras,1,71,autofeat
libras,1,72,identity
libras,1,73,random_proj
libras,1,74,autofeat
libras,1,75,identity
libras,1,76,autofeat
libras,1,77,identity
libras,1,78,identity
libras,1,79,identity
libras,1,80,ht_svd
libras,1,81,identity
libras,1,82,identity
libras,1,83,ht_svd
libras,1,84,identity
libras,1,85,identity
libras,1,86,identity
libras,1,87,identity
libras,1,88,random_proj
libras,1,89,identity
libras,1,90,ht_svd
libras,1,91,identity
libras,1,92,autofeat
libras,1,93,identity
libras,1,94,autofeat
libras,1,95,identity
libras,1,96,ht_svd
libras,1,97,identity
libras,1,98,identity
libras,1,99,autofeat
libras,2,0,identity
libras,2,1,autofeat
libras,2,2,identity
libras,2,3,ht_svd
libras,2,4,ht_svd
libras,2,5,identity
libras,2,6,random_proj
libras,2,7,identity
libras,2,8,identity
libras,2,9,identity
libras,2,10,ht_svd
libras,2,11,identity
libras,2,12,autofeat
libras,2,13,autofeat
libras,2,14,ht_svd
libras,2,15,random_proj
libras,2,16,random_proj
libras,2,17,random_proj
libras,2,18,ht_svd
libras,2,19,identity
libras,2,20,ht_svd
libras,2,21,random_proj
libras,2,22,ht_svd
libras,2,23,random_proj
libras,2,24,random_proj
libras,2,25,random_proj
libras,2,26,autofeat
libras,2,27,random_proj
libras,2,28,identity
libras,2,29,identity
libras,2,30,ht_svd
libras,2,31,ht_svd
libras,2,32,ht_svd
libras,2,33,autofeat
libras,2,34,ht_svd
libras,2,35,autofeat
libras,2,36,random_proj
libras,2,37,ht_svd
libras,2,38,ht_svd
libras,2,39,autofeat
libras,2,40,random_proj
libras,2,41,identity
libras,2,42,autofeat
libras,2,43,autofeat
libras,2,44,autofeat
libras,2,45,autofeat
libras,2,46,autofeat
libras,2,47,ht_svd
libras,2,48,ht_svd
libras,2,49,autofeat
libras,2,50,autofeat
libras,2,51,identity
libras,2,52,identity
libras,2,53,autofeat
libras,2,54,autofeat
libras,2,55,identity
libras,2,56,identity
libras,2,57,random_proj
libras,2,58,ht_svd
libras,2,59,autofeat
libras,2,60,identity
libras,2,61,autofeat
libras,2,62,ht_svd
libras,2,63,ht_svd
libras,2,64,identity
libras,2,65,random_proj
libras,2,66,ht_svd
libras,2,67,identity
libras,2,68,ht_svd
libras,2,69,autofeat
libras,2,70,ht_svd
libras,2,71,identity
libras,2,72,ht_svd
libras,2,73,identity
libras,2,74,identity
libras,2,75,identity
libras,2,76,identity
libras,2,77,identity
libras,2,78,ht_svd
libras,2,79,identity
libras,2,80,identity
libras,2,81,identity
libras,2,82,identity
libras,2,83,autofeat
libras,2,84,identity
libras,2,85,identity
libras,2,86,identity
libras,2,87,identity
libras,2,88,random_proj
libras,2,89,identity
libras,2,90,ht_svd
libras,2,91,identity
libras,2,92,identity
libras,2,93,identity
libras,2,94,identity
libras,2,95,identity
libras,2,96,random_proj
libras,2,97,identity
libras,2,98,identity
libras,2,99,identity
libras,3,0,random_proj
libras,3,1,ht_svd
libras,3,2,random_proj
libras,3,3,autofeat
libras,3,4,random_proj
libras,3,5,autofeat
libras,3,6,identity
libras,3,7,autofeat
libras,3,8,ht_svd
libras,3,9,autofeat
libras,3,10,ht_svd
libras,3,11,ht_svd
libras,3,12,random_proj
libras,3,13,ht_svd
libras,3,14,autofeat
libras,3,15,ht_svd
libras,3,16,ht_svd
libras,3,17,ht_svd
libras,3,18,ht_svd
libras,3,19,random_proj
libras,3,20,random_proj
libras,3,21,ht_svd
libras,3,22,ht_svd
libras,3,23,ht_svd
libras,3,24,random_proj
libras,3,25,ht_svd
libras,3,26,ht_svd
libras,3,27,random_proj
libras,3,28,ht_svd
libras,3,29,random_proj
libras,3,30,ht_svd
libras,3,31,random_proj
libras,3,32,ht_svd
libras,3,33,ht_svd
libras,3,34,autofeat
libras,3,35,ht_svd
libras,3,36,ht_svd
libras,3,37,ht_svd
libras,3,38,ht_svd
libras,3,39,ht_svd
libras,3,40,random_proj
libras,3,41,ht_svd
libras,3,42,ht_svd
libras,3,43,random_proj
libras,3,44,ht_svd
libras,3,45,autofeat
libras,3,46,ht_svd
libras,3,47,ht_svd
libras,3,48,ht_svd
libras,3,49,random_proj
libras,3,50,random_proj
libras,3,51,autofeat
libras,3,52,random_proj
libras,3,53,autofeat
libras,3,54,autofeat
libras,3,55,ht_svd
libras,3,56,ht_svd
libras,3,57,random_proj
libras,3,58,ht_svd
libras,3,59,ht_svd
libras,3,60,identity
libras,3,61,autofeat
libras,3,62,identity
libras,3,63,ht_svd
libras,3,64,random_proj
libras,3,65,random_proj
libras,3,66,random_proj
libras,3,67,autofeat
libras,3,68,autofeat
libras,3,69,random_proj
libras,3,70,identity
libras,3,71,identity
libras,3,72,identity
libras,3,73,identity
libras,3,74,ht_svd
libras,3,75,random_proj
libras,3,76,autofeat
libras,3,77,identity
libras,3,78,ht_svd
libras,3,79,identity
libras,3,80,ht_svd
libras,3,81,identity
libras,3,82,identity
libras,3,83,ht_svd
libras,3,84,ht_svd
libras,3,85,identity
libras,3,86,identity
libras,3,87,identity
libras,3,88,autofeat
libras,3,89,identity
libras,3,90,identity
libras,3,91,identity
libras,3,92,random_proj
libras,3,93,identity
libras,3,94,identity
libras,3,95,identity
libras,3,96,random_proj
libras,3,97,identity
libras,3,98,identity
libras,3,99,random_proj
semeion,0,0,identity
semeion,0,1,identity
semeion,0,2,identity
semeion,0,3,identity
semeion,0,4,identity
semeion,0,5,identity
semeion,0,6,ht_svd
semeion,0,7,identity
semeion,0,8,ht_svd
semeion,0,9,identity
semeion,0,10,ht_svd
semeion,0,11,identity
semeion,0,12,ht_svd
semeion,0,13,ht_svd
semeion,0,14,random_proj
semeion,0,15,identity
semeion,0,16,identity
semeion,0,17,ht_svd
