dataset,fold,step,fe
pittsburg-bridges-MATERIAL,1,44,random_proj
pittsburg-bridges-MATERIAL,1,45,random_proj
pittsburg-bridges-MATERIAL,1,46,identity
pittsburg-bridges-MATERIAL,1,47,random_proj
pittsburg-bridges-MATERIAL,1,48,random_proj
pittsburg-bridges-MATERIAL,1,49,random_proj
pittsburg-bridges-MATERIAL,1,50,random_proj
pittsburg-bridges-MATERIAL,1,51,random_proj
pittsburg-bridges-MATERIAL,1,52,identity
pittsburg-bridges-MATERIAL,1,53,random_proj
pittsburg-bridges-MATERIAL,1,54,random_proj
pittsburg-bridges-MATERIAL,1,55,random_proj
pittsburg-bridges-MATERIAL,1,56,identity
pittsburg-bridges-MATERIAL,1,57,identity
pittsburg-bridges-MATERIAL,1,58,ht_svd
pittsburg-bridges-MATERIAL,1,59,random_proj
pittsburg-bridges-MATERIAL,1,60,autofeat
pittsburg-bridges-MATERIAL,1,61,random_proj
pittsburg-bridges-MATERIAL,1,62,ht_svd
pittsburg-bridges-MATERIAL,1,63,random_proj
pittsburg-bridges-MATERIAL,1,64,ht_svd
pittsburg-bridges-MATERIAL,1,65,identity
pittsburg-bridges-MATERIAL,1,66,random_proj
pittsburg-bridges-MATERIAL,1,67,ht_svd
pittsburg-bridges-MATERIAL,1,68,random_proj
pittsburg-bridges-MATERIAL,1,69,random_proj
pittsburg-bridges-MATERIAL,1,70,ht_svd
pittsburg-bridges-MATERIAL,1,71,autofeat
pittsburg-bridges-MATERIAL,1,72,ht_svd
pittsburg-bridges-MATERIAL,1,73,random_proj
pittsburg-bridges-MATERIAL,1,74,autofeat
pittsburg-bridges-MATERIAL,1,75,random_proj
pittsburg-bridges-MATERIAL,1,76,random_proj
pittsburg-bridges-MATERIAL,1,77,identity
pittsburg-bridges-MATERIAL,1,78,random_proj
pittsburg-bridges-MATERIAL,1,79,ht_svd
pittsburg-bridges-MATERIAL,1,80,random_proj
pittsburg-bridges-MATERIAL,1,81,autofeat
pittsburg-bridges-MATERIAL,1,82,random_proj
pittsburg-bridges-MATERIAL,1,83,random_proj
pittsburg-bridges-MATERIAL,1,84,random_proj
pittsburg-bridges-MATERIAL,1,85,random_proj
pittsburg-bridges-MATERIAL,1,86,random_proj
pittsburg-bridges-MATERIAL,1,87,random_proj
pittsburg-bridges-MATERIAL,1,88,random_proj
pittsburg-bridges-MATERIAL,1,89,random_proj
pittsburg-bridges-MATERIAL,1,90,autofeat
pittsburg-bridges-MATERIAL,1,91,identity
pittsburg-bridges-MATERIAL,1,92,ht_svd
pittsburg-bridges-MATERIAL,1,93,random_proj
pittsburg-bridges-MATERIAL,1,94,random_proj
pittsburg-bridges-MATERIAL,1,95,random_proj
pittsburg-bridges-MATERIAL,1,96,random_proj
pittsburg-bridges-MATERIAL,1,97,random_proj
pittsburg-bridges-MATERIAL,1,98,random_proj
pittsburg-bridges-MATERIAL,1,99,random_proj
pittsburg-bridges-MATERIAL,2,0,identity
pittsburg-bridges-MATERIAL,2,1,random_proj
pittsburg-bridges-MATERIAL,2,2,identity
pittsburg-bridges-MATERIAL,2,3,random_proj
pittsburg-bridges-MATERIAL,2,4,autofeat
pittsburg-bridges-MATERIAL,2,5,identity
pittsburg-bridges-MATERIAL,2,6,autofeat
pittsburg-bridges-MATERIAL,2,7,random_proj
pittsburg-bridges-MATERIAL,2,8,identity
pittsburg-bridges-MATERIAL,2,9,identity
pittsburg-bridges-MATERIAL,2,10,identity
pittsburg-bridges-MATERIAL,2,11,identity
pittsburg-bridges-MATERIAL,2,12,autofeat
pittsburg-bridges-MATERIAL,2,13,random_proj
pittsburg-bridges-MATERIAL,2,14,identity
pittsburg-bridges-MATERIAL,2,15,random_proj
pittsburg-bridges-MATERIAL,2,16,identity
pittsburg-bridges-MATERIAL,2,17,random_proj
pittsburg-bridges-MATERIAL,2,18,autofeat
pittsburg-bridges-MATERIAL,2,19,autofeat
pittsburg-bridges-MATERIAL,2,20,identity
pittsburg-bridges-MATERIAL,2,21,identity
pittsburg-bridges-MATERIAL,2,22,autofeat
pittsburg-bridges-MATERIAL,2,23,autofeat
pittsburg-bridges-MATERIAL,2,24,identity
pittsburg-bridges-MATERIAL,2,25,autofeat
pittsburg-bridges-MATERIAL,2,26,identity
pittsburg-bridges-MATERIAL,2,27,autofeat
pittsburg-bridges-MATERIAL,2,28,random_proj
pittsburg-bridges-MATERIAL,2,29,identity
pittsburg-bridges-MATERIAL,2,30,autofeat
pittsburg-bridges-MATERIAL,2,31,autofeat
pittsburg-bridges-MATERIAL,2,32,autofeat
pittsburg-bridges-MATERIAL,2,33,autofeat
pittsburg-bridges-MATERIAL,2,34,autofeat
pittsburg-bridges-MATERIAL,2,35,identity
pittsburg-bridges-MATERIAL,2,36,autofeat
pittsburg-bridges-MATERIAL,2,37,autofeat
pittsburg-bridges-MATERIAL,2,38,identity
pittsburg-bridges-MATERIAL,2,39,autofeat
pittsburg-bridges-MATERIAL,2,40,identity
pittsburg-bridges-MATERIAL,2,41,autofeat
pittsburg-bridges-MATERIAL,2,42,identity
pittsburg-bridges-MATERIAL,2,43,autofeat
pittsburg-bridges-MATERIAL,2,44,identity
pittsburg-bridges-MATERIAL,2,45,identity
pittsburg-bridges-MATERIAL,2,46,autofeat
pittsburg-bridges-MATERIAL,2,47,identity
pittsburg-bridges-MATERIAL,2,48,identity
pittsburg-bridges-MATERIAL,2,49,autofeat
pittsburg-bridges-MATERIAL,2,50,autofeat
pittsburg-bridges-MATERIAL,2,51,identity
pittsburg-bridges-MATERIAL,2,52,autofeat
pittsburg-bridges-MATERIAL,2,53,identity
pittsburg-bridges-MATERIAL,2,54,identity
pittsburg-bridges-MATERIAL,2,55,identity
pittsburg-bridges-MATERIAL,2,56,identity
pittsburg-bridges-MATERIAL,2,57,autofeat
pittsburg-bridges-MATERIAL,2,58,autofeat
pittsburg-bridges-MATERIAL,2,59,autofeat
pittsburg-bridges-MATERIAL,2,60,identity
pittsburg-bridges-MATERIAL,2,61,identity
pittsburg-bridges-MATERIAL,2,62,identity
pittsburg-bridges-MATERIAL,2,63,autofeat
pittsburg-bridges-MATERIAL,2,64,autofeat
pittsburg-bridges-MATERIAL,2,65,autofeat
pittsburg-bridges-MATERIAL,2,66,identity
pittsburg-bridges-MATERIAL,2,67,autofeat
pittsburg-bridges-MATERIAL,2,68,identity
pittsburg-bridges-MATERIAL,2,69,identity
pittsburg-bridges-MATERIAL,2,70,identity
pittsburg-bridges-MATERIAL,2,71,autofeat
pittsburg-bridges-MATERIAL,2,72,autofeat
pittsburg-bridges-MATERIAL,2,73,identity
pittsburg-bridges-MATERIAL,2,74,autofeat
pittsburg-bridges-MATERIAL,2,75,identity
pittsburg-bridges-MATERIAL,2,76,identity
pittsburg-bridges-MATERIAL,2,77,identity
pittsburg-bridges-MATERIAL,2,78,identity
pittsburg-bridges-MATERIAL,2,79,autofeat
pittsburg-bridges-MATERIAL,2,80,autofeat
pittsburg-bridges-MATERIAL,2,81,autofeat
pittsburg-bridges-MATERIAL,2,82,identity
pittsburg-bridges-MATERIAL,2,83,identity
pittsburg-bridges-MATERIAL,2,84,identity
pittsburg-bridges-MATERIAL,2,85,identity
pittsburg-bridges-MATERIAL,2,86,identity
pittsburg-bridges-MATERIAL,2,87,identity
pittsburg-bridges-MATERIAL,2,88,identity
pittsburg-bridges-MATERIAL,2,89,identity
pittsburg-bridges-MATERIAL,2,90,identity
pittsburg-bridges-MATERIAL,2,91,identity
pittsburg-bridges-MATERIAL,2,92,identity
pittsburg-bridges-MATERIAL,2,93,identity
pittsburg-bridges-MATERIAL,2,94,identity
pittsburg-bridges-MATERIAL,2,95,autofeat
pittsburg-bridges-MATERIAL,2,96,identity
pittsburg-bridges-MATERIAL,2,97,identity
pittsburg-bridges-MATERIAL,2,98,identity
pittsburg-bridges-MATERIAL,2,99,identity
pittsburg-bridges-MATERIAL,3,0,identity
pittsburg-bridges-MATERIAL,3,1,random_proj
pittsburg-bridges-MATERIAL,3,2,identity
pittsburg-bridges-MATERIAL,3,3,identity
pittsburg-bridges-MATERIAL,3,4,identity
pittsburg-bridges-MATERIAL,3,5,identity
pittsburg-bridges-MATERIAL,3,6,identity
pittsburg-bridges-MATERIAL,3,7,random_proj
pittsburg-bridges-MATERIAL,3,8,identity
pittsburg-bridges-MATERIAL,3,9,identity
pittsburg-bridges-MATERIAL,3,10,identity
pittsburg-bridges-MATERIAL,3,11,random_proj
pittsburg-bridges-MATERIAL,3,12,identity
pittsburg-bridges-MATERIAL,3,13,identity
pittsburg-bridges-MATERIAL,3,14,identity
pittsburg-bridges-MATERIAL,3,15,ht_svd
pittsburg-bridges-MATERIAL,3,16,identity
pittsburg-bridges-MATERIAL,3,17,random_proj
pittsburg-bridges-MATERIAL,3,18,ht_svd
pittsburg-bridges-MATERIAL,3,19,random_proj
pittsburg-bridges-MATERIAL,3,20,random_proj
pittsburg-bridges-MATERIAL,3,21,ht_svd
pittsburg-bridges-MATERIAL,3,22,ht_svd
pittsburg-bridges-MATERIAL,3,23,random_proj
pittsburg-bridges-MATERIAL,3,24,identity
pittsburg-bridges-MATERIAL,3,25,identity
pittsburg-bridges-MATERIAL,3,26,ht_svd
pittsburg-bridges-MATERIAL,3,27,ht_svd
pittsburg-bridges-MATERIAL,3,28,identity
pittsburg-bridges-MATERIAL,3,29,random_proj
pittsburg-bridges-MATERIAL,3,30,identity
pittsburg-bridges-MATERIAL,3,31,identity
pittsburg-bridges-MATERIAL,3,32,random_proj
pittsburg-bridges-MATERIAL,3,33,identity
pittsburg-bridges-MATERIAL,3,34,identity
pittsburg-bridges-MATERIAL,3,35,ht_svd
pittsburg-bridges-MATERIAL,3,36,identity
pittsburg-bridges-MATERIAL,3,37,identity
pittsburg-bridges-MATERIAL,3,38,identity
pittsburg-bridges-MATERIAL,3,39,ht_svd
pittsburg-bridges-MATERIAL,3,40,identity
pittsburg-bridges-MATERIAL,3,41,identity
pittsburg-bridges-MATERIAL,3,42,identity
pittsburg-bridges-MATERIAL,3,43,identity
pittsburg-bridges-MATERIAL,3,44,identity
pittsburg-bridges-MATERIAL,3,45,identity
pittsburg-bridges-MATERIAL,3,46,identity
pittsburg-bridges-MATERIAL,3,47,identity
pittsburg-bridges-MATERIAL,3,48,identity
pittsburg-bridges-MATERIAL,3,49,identity
pittsburg-bridges-MATERIAL,3,50,random_proj
pittsburg-bridges-MATERIAL,3,51,identity
pittsburg-bridges-MATERIAL,3,52,identity
pittsburg-bridges-MATERIAL,3,53,identity
pittsburg-bridges-MATERIAL,3,54,identity
pittsburg-bridges-MATERIAL,3,55,identity
pittsburg-bridges-MATERIAL,3,56,identity
pittsburg-bridges-MATERIAL,3,57,identity
pittsburg-bridges-MATERIAL,3,58,identity
pittsburg-bridges-MATERIAL,3,59,identity
pittsburg-bridges-MATERIAL,3,60,ht_svd
pittsburg-bridges-MATERIAL,3,61,identity
pittsburg-bridges-MATERIAL,3,62,identity
pittsburg-bridges-MATERIAL,3,63,identity
pittsburg-bridges-MATERIAL,3,64,ht_svd
pittsburg-bridges-MATERIAL,3,65,identity
pittsburg-bridges-MATERIAL,3,66,ht_svd
pittsburg-bridges-MATERIAL,3,67,identity
pittsburg-bridges-MATERIAL,3,68,identity
pittsburg-bridges-MATERIAL,3,69,ht_svd
pittsburg-bridges-MATERIAL,3,70,identity
pittsburg-bridges-MATERIAL,3,71,random_proj
pittsburg-bridges-MATERIAL,3,72,identity
pittsburg-bridges-MATERIAL,3,73,identity
pittsburg-bridges-MATERIAL,3,74,identity
pittsburg-bridges-MATERIAL,3,75,ht_svd
pittsburg-bridges-MATERIAL,3,76,ht_svd
pittsburg-bridges-MATERIAL,3,77,identity
pittsburg-bridges-MATERIAL,3,78,identity
pittsburg-bridges-MATERIAL,3,79,ht_svd
pittsburg-bridges-MATERIAL,3,80,random_proj
pittsburg-bridges-MATERIAL,3,81,identity
pittsburg-bridges-MATERIAL,3,82,identity
pittsburg-bridges-MATERIAL,3,83,identity
pittsburg-bridges-MATERIAL,3,84,identity
pittsburg-bridges-MATERIAL,3,85,identity
pittsburg-bridges-MATERIAL,3,86,random_proj
pittsburg-bridges-MATERIAL,3,87,identity
pittsburg-bridges-MATERIAL,3,88,identity
pittsburg-bridges-MATERIAL,3,89,identity
pittsburg-bridges-MATERIAL,3,90,identity
pittsburg-bridges-MATERIAL,3,91,identity
pittsburg-bridges-MATERIAL,3,92,identity
pittsburg-bridges-MATERIAL,3,93,ht_svd
pittsburg-bridges-MATERIAL,3,94,identity
pittsburg-bridges-MATERIAL,3,95,identity
pittsburg-bridges-MATERIAL,3,96,identity
pittsburg-bridges-MATERIAL,3,97,identity
pittsburg-bridges-MATERIAL,3,98,ht_svd
pittsburg-bridges-MATERIAL,3,99,identity
pittsburg-bridges-TYPE,0,0,autofeat
pittsburg-bridges-TYPE,0,1,autofeat
pittsburg-bridges-TYPE,0,2,autofeat
pittsburg-bridges-TYPE,0,3,identity
pittsburg-bridges-TYPE,0,4,ht_svd
pittsburg-bridges-TYPE,0,5,random_proj
pittsburg-bridges-TYPE,0,6,autofeat
pittsburg-bridges-TYPE,0,7,ht_svd
pittsburg-bridges-TYPE,0,8,random_proj
pittsburg-bridges-TYPE,0,9,autofeat
pittsburg-bridges-TYPE,0,10,autofeat
pittsburg-bridges-TYPE,0,11,autofeat
pittsburg-bridges-TYPE,0,12,random_proj
pittsburg-bridges-TYPE,0,13,identity
pittsburg-bridges-TYPE,0,14,autofeat
pittsburg-bridges-TYPE,0,15,ht_svd
pittsburg-bridges-TYPE,0,16,ht_svd
pittsburg-bridges-TYPE,0,17,autofeat
pittsburg-bridges-TYPE,0,18,identity
pittsburg-bridges-TYPE,0,19,random_proj
pittsburg-bridges-TYPE,0,20,autofeat
pittsburg-bridges-TYPE,0,21,autofeat
pittsburg-bridges-TYPE,0,22,identity
pittsburg-bridges-TYPE,0,23,ht_svd
pittsburg-bridges-TYPE,0,24,autofeat
pittsburg-bridges-TYPE,0,25,ht_svd
pittsburg-bridges-TYPE,0,26,autofeat
pittsburg-bridges-TYPE,0,27,random_proj
pittsburg-bridges-TYPE,0,28,random_proj
pittsburg-bridges-TYPE,0,29,random_proj
pittsburg-bridges-TYPE,0,30,ht_svd
pittsburg-bridges-TYPE,0,31,identity
pittsburg-bridges-TYPE,0,32,identity
pittsburg-bridges-TYPE,0,33,autofeat
pittsburg-bridges-TYPE,0,34,ht_svd
pittsburg-bridges-TYPE,0,35,ht_svd
pittsburg-bridges-TYPE,0,36,random_proj
pittsburg-bridges-TYPE,0,37,random_proj
pittsburg-bridges-TYPE,0,38,random_proj
pittsburg-bridges-TYPE,0,39,identity
pittsburg-bridges-TYPE,0,40,identity
pittsburg-bridges-TYPE,0,41,ht_svd
pittsburg-bridges-TYPE,0,42,identity
pittsburg-bridges-TYPE,0,43,autofeat
pittsburg-bridges-TYPE,0,44,random_proj
pittsburg-bridges-TYPE,0,45,identity
pittsburg-bridges-TYPE,0,46,random_proj
pittsburg-bridges-TYPE,0,47,autofeat
pittsburg-bridges-TYPE,0,48,identity
pittsburg-bridges-TYPE,0,49,ht_svd
pittsburg-bridges-TYPE,0,50,ht_svd
pittsburg-bridges-TYPE,0,51,random_proj
pittsburg-bridges-TYPE,0,52,identity
pittsburg-bridges-TYPE,0,53,identity
pittsburg-bridges-TYPE,0,54,autofeat
pittsburg-bridges-TYPE,0,55,random_proj
pittsburg-bridges-TYPE,0,56,autofeat
pittsburg-bridges-TYPE,0,57,ht_svd
pittsburg-bridges-TYPE,0,58,identity
pittsburg-bridges-TYPE,0,59,autofeat
pittsburg-bridges-TYPE,0,60,ht_svd
pittsburg-bridges-TYPE,0,61,identity
pittsburg-bridges-TYPE,0,62,identity
pittsburg-bridges-TYPE,0,63,identity
pittsburg-bridges-TYPE,0,64,random_proj
pittsburg-bridges-TYPE,0,65,random_proj
pittsburg-bridges-TYPE,0,66,identity
pittsburg-bridges-TYPE,0,67,autofeat
pittsburg-bridges-TYPE,0,68,identity
pittsburg-bridges-TYPE,0,69,identity
pittsburg-bridges-TYPE,0,70,autofeat
pittsburg-bridges-TYPE,0,71,identity
pittsburg-bridges-TYPE,0,72,ht_svd
pittsburg-bridges-TYPE,0,73,ht_svd
pittsburg-bridges-TYPE,0,74,identity
pittsburg-bridges-TYPE,0,75,identity
pittsburg-bridges-TYPE,0,76,random_proj
pittsburg-bridges-TYPE,0,77,ht_svd
pittsburg-bridges-TYPE,0,78,identity
pittsburg-bridges-TYPE,0,79,ht_svd
pittsburg-bridges-TYPE,0,80,random_proj
pittsburg-bridges-TYPE,0,81,random_proj
pittsburg-bridges-TYPE,0,82,random_proj
pittsburg-bridges-TYPE,0,83,random_proj
pittsburg-bridges-TYPE,0,84,ht_svd
pittsburg-bridges-TYPE,0,85,random_proj
pittsburg-bridges-TYPE,0,86,identity
pittsburg-bridges-TYPE,0,87,random_proj
pittsburg-bridges-TYPE,0,88,random_proj
pittsburg-bridges-TYPE,0,89,ht_svd
pittsburg-bridges-TYPE,0,90,identity
pittsburg-bridges-TYPE,0,91,ht_svd
pittsburg-bridges-TYPE,0,92,random_proj
pittsburg-bridges-TYPE,0,93,random_proj
pittsburg-bridges-TYPE,0,94,ht_svd
pittsburg-bridges-TYPE,0,95,identity
pittsburg-bridges-TYPE,0,96,random_proj
pittsburg-bridges-TYPE,0,97,ht_svd
pittsburg-bridges-TYPE,0,98,autofeat
pittsburg-bridges-TYPE,0,99,ht_svd
pittsburg-bridges-TYPE,1,0,identity
pittsburg-bridges-TYPE,1,1,identity
pittsburg-bridges-TYPE,1,2,ht_svd
pittsburg-bridges-TYPE,1,3,autofeat
pittsburg-bridges-TYPE,1,4,random_proj
pittsburg-bridges-TYPE,1,5,random_proj
pittsburg-bridges-TYPE,1,6,random_proj
pittsburg-bridges-TYPE,1,7,random_proj
pittsburg-bridges-TYPE,1,8,ht_svd
pittsburg-bridges-TYPE,1,9,ht_svd
pittsburg-bridges-TYPE,1,10,identity
pittsburg-bridges-TYPE,1,11,autofeat
pittsburg-bridges-TYPE,1,12,ht_svd
pittsburg-bridges-TYPE,1,13,autofeat
pittsburg-bridges-TYPE,1,14,autofeat
pittsburg-bridges-TYPE,1,15,autofeat
pittsburg-bridges-TYPE,1,16,random_proj
pittsburg-bridges-TYPE,1,17,random_proj
pittsburg-bridges-TYPE,1,18,identity
pittsburg-bridges-TYPE,1,19,random_proj
pittsburg-bridges-TYPE,1,20,autofeat
pittsburg-bridges-TYPE,1,21,random_proj
pittsburg-bridges-TYPE,1,22,ht_svd
pittsburg-bridges-TYPE,1,23,identity
pittsburg-bridges-TYPE,1,24,autofeat
pittsburg-bridges-TYPE,1,25,autofeat
pittsburg-bridges-TYPE,1,26,random_proj
pittsburg-bridges-TYPE,1,27,autofeat
pittsburg-bridges-TYPE,1,28,random_proj
pittsburg-bridges-TYPE,1,29,autofeat
pittsburg-bridges-TYPE,1,30,identity
pittsburg-bridges-TYPE,1,31,ht_svd
pittsburg-bridges-TYPE,1,32,identity
pittsburg-bridges-TYPE,1,33,random_proj
pittsburg-bridges-TYPE,1,34,random_proj
pittsburg-bridges-TYPE,1,35,ht_svd
pittsburg-bridges-TYPE,1,36,identity
pittsburg-bridges-TYPE,1,37,autofeat
pittsburg-bridges-TYPE,1,38,identity
pittsburg-bridges-TYPE,1,39,identity
pittsburg-bridges-TYPE,1,40,random_proj
pittsburg-bridges-TYPE,1,41,random_proj
pittsburg-bridges-TYPE,1,42,identity
pittsburg-bridges-TYPE,1,43,identity
pittsburg-bridges-TYPE,1,44,identity
pittsburg-bridges-TYPE,1,45,ht_svd
pittsburg-bridges-TYPE,1,46,random_proj
pittsburg-bridges-TYPE,1,47,ht_svd
pittsburg-bridges-TYPE,1,48,identity
pittsburg-bridges-TYPE,1,49,identity
pittsburg-bridges-TYPE,1,50,random_proj
pittsburg-bridges-TYPE,1,51,random_proj
pittsburg-bridges-TYPE,1,52,identity
pittsburg-bridges-TYPE,1,53,identity
pittsburg-bridges-TYPE,1,54,ht_svd
pittsburg-bridges-TYPE,1,55,ht_svd
pittsburg-bridges-TYPE,1,56,identity
pittsburg-bridges-TYPE,1,57,random_proj
pittsburg-bridges-TYPE,1,58,ht_svd
pittsburg-bridges-TYPE,1,59,autofeat
pittsburg-bridges-TYPE,1,60,identity
pittsburg-bridges-TYPE,1,61,identity
pittsburg-bridges-TYPE,1,62,random_proj
pittsburg-bridges-TYPE,1,63,identity
pittsburg-bridges-TYPE,1,64,ht_svd
pittsburg-bridges-TYPE,1,65,identity
pittsburg-bridges-TYPE,1,66,ht_svd
pittsburg-bridges-TYPE,1,67,ht_svd
pittsburg-bridges-TYPE,1,68,identity
pittsburg-bridges-TYPE,1,69,random_proj
pittsburg-bridges-TYPE,1,70,ht_svd
pittsburg-bridges-TYPE,1,71,identity
pittsburg-bridges-TYPE,1,72,random_proj
pittsburg-bridges-TYPE,1,73,ht_svd
pittsburg-bridges-TYPE,1,74,random_proj
pittsburg-bridges-TYPE,1,75,random_proj
pittsburg-bridges-TYPE,1,76,ht_svd
pittsburg-bridges-TYPE,1,77,random_proj
pittsburg-bridges-TYPE,1,78,ht_svd
pittsburg-bridges-TYPE,1,79,identity
pittsburg-bridges-TYPE,1,80,ht_svd
pittsburg-bridges-TYPE,1,81,random_proj
pittsburg-bridges-TYPE,1,82,ht_svd
pittsburg-bridges-TYPE,1,83,random_proj
pittsburg-bridges-TYPE,1,84,identity
pittsburg-bridges-TYPE,1,85,random_proj
pittsburg-bridges-TYPE,1,86,ht_svd
pittsburg-bridges-TYPE,1,87,identity
pittsburg-bridges-TYPE,1,88,identity
pittsburg-bridges-TYPE,1,89,random_proj
pittsburg-bridges-TYPE,1,90,random_proj
pittsburg-bridges-TYPE,1,91,random_proj
pittsburg-bridges-TYPE,1,92,identity
pittsburg-bridges-TYPE,1,93,ht_svd
pittsburg-bridges-TYPE,1,94,ht_svd
pittsburg-bridges-TYPE,1,95,random_proj
pittsburg-bridges-TYPE,1,96,ht_svd
pittsburg-bridges-TYPE,1,97,ht_svd
pittsburg-bridges-TYPE,1,98,random_proj
pittsburg-bridges-TYPE,1,99,ht_svd
pittsburg-bridges-TYPE,2,0,identity
pittsburg-bridges-TYPE,2,1,autofeat
pittsburg-bridges-TYPE,2,2,identity
pittsburg-bridges-TYPE,2,3,ht_svd
pittsburg-bridges-TYPE,2,4,random_proj
pittsburg-bridges-TYPE,2,5,random_proj
pittsburg-bridges-TYPE,2,6,random_proj
pittsburg-bridges-TYPE,2,7,ht_svd
pittsburg-bridges-TYPE,2,8,identity
pittsburg-bridges-TYPE,2,9,identity
pittsburg-bridges-TYPE,2,10,autofeat
pittsburg-bridges-TYPE,2,11,ht_svd
pittsburg-bridges-TYPE,2,12,identity
pittsburg-bridges-TYPE,2,13,identity
pittsburg-bridges-TYPE,2,14,ht_svd
pittsburg-bridges-TYPE,2,15,ht_svd
pittsburg-bridges-TYPE,2,16,ht_svd
pittsburg-bridges-TYPE,2,17,ht_svd
pittsburg-bridges-TYPE,2,18,autofeat
pittsburg-bridges-TYPE,2,19,identity
pittsburg-bridges-TYPE,2,20,ht_svd
pittsburg-bridges-TYPE,2,21,random_proj
pittsburg-bridges-TYPE,2,22,ht_svd
pittsburg-bridges-TYPE,2,23,random_proj
pittsburg-bridges-TYPE,2,24,random_proj
pittsburg-bridges-TYPE,2,25,ht_svd
pittsburg-bridges-TYPE,2,26,ht_svd
pittsburg-bridges-TYPE,2,27,ht_svd
pittsburg-bridges-TYPE,2,28,ht_svd
pittsburg-bridges-TYPE,2,29,ht_svd
pittsburg-bridges-TYPE,2,30,random_proj
pittsburg-bridges-TYPE,2,31,random_proj
pittsburg-bridges-TYPE,2,32,ht_svd
pittsburg-bridges-TYPE,2,33,identity
pittsburg-bridges-TYPE,2,34,identity
pittsburg-bridges-TYPE,2,35,random_proj
pittsburg-bridges-TYPE,2,36,autofeat
pittsburg-bridges-TYPE,2,37,ht_svd
pittsburg-bridges-TYPE,2,38,random_proj
pittsburg-bridges-TYPE,2,39,ht_svd
pittsburg-bridges-TYPE,2,40,random_proj
pittsburg-bridges-TYPE,2,41,random_proj
pittsburg-bridges-TYPE,2,42,ht_svd
pittsburg-bridges-TYPE,2,43,ht_svd
pittsburg-bridges-TYPE,2,44,ht_svd
pittsburg-bridges-TYPE,2,45,ht_svd
pittsburg-bridges-TYPE,2,46,ht_svd
pittsburg-bridges-TYPE,2,47,ht_svd
pittsburg-bridges-TYPE,2,48,ht_svd
pittsburg-bridges-TYPE,2,49,ht_svd
pittsburg-bridges-TYPE,2,50,ht_svd
pittsburg-bridges-TYPE,2,51,ht_svd
pittsburg-bridges-TYPE,2,52,ht_svd
pittsburg-bridges-TYPE,2,53,ht_svd
pittsburg-bridges-TYPE,2,54,ht_svd
pittsburg-bridges-TYPE,2,55,ht_svd
pittsburg-bridges-TYPE,2,56,ht_svd
pittsburg-bridges-TYPE,2,57,autofeat
pittsburg-bridges-TYPE,2,58,ht_svd
pittsburg-bridges-TYPE,2,59,ht_svd
pittsburg-bridges-TYPE,2,60,ht_svd
pittsburg-bridges-TYPE,2,61,ht_svd
pittsburg-bridges-TYPE,2,62,ht_svd
pittsburg-bridges-TYPE,2,63,ht_svd
pittsburg-bridges-TYPE,2,64,autofeat
pittsburg-bridges-TYPE,2,65,random_proj
pittsburg-bridges-TYPE,2,66,ht_svd
pittsburg-bridges-TYPE,2,67,autofeat
pittsburg-bridges-TYPE,2,68,ht_svd
pittsburg-bridges-TYPE,2,69,ht_svd
pittsburg-bridges-TYPE,2,70,ht_svd
pittsburg-bridges-TYPE,2,71,ht_svd
pittsburg-bridges-TYPE,2,72,ht_svd
pittsburg-bridges-TYPE,2,73,autofeat
pittsburg-bridges-TYPE,2,74,random_proj
pittsburg-bridges-TYPE,2,75,ht_svd
pittsburg-bridges-TYPE,2,76,ht_svd
pittsburg-bridges-TYPE,2,77,ht_svd
pittsburg-bridges-TYPE,2,78,ht_svd
pittsburg-bridges-TYPE,2,79,ht_svd
pittsburg-bridges-TYPE,2,80,ht_svd
pittsburg-bridges-TYPE,2,81,ht_svd
pittsburg-bridges-TYPE,2,82,ht_svd
pittsburg-bridges-TYPE,2,83,identity
pittsburg-bridges-TYPE,2,84,ht_svd
pittsburg-bridges-TYPE,2,85,ht_svd
pittsburg-bridges-TYPE,2,86,ht_svd
pittsburg-bridges-TYPE,2,87,random_proj
pittsburg-bridges-TYPE,2,88,ht_svd
pittsburg-bridges-TYPE,2,89,random_proj
pittsburg-bridges-TYPE,2,90,ht_svd
pittsburg-bridges-TYPE,2,91,ht_svd
pittsburg-bridges-TYPE,2,92,ht_svd
pittsburg-bridges-TYPE,2,93,ht_svd
pittsburg-bridges-TYPE,2,94,ht_svd
pittsburg-bridges-TYPE,2,95,ht_svd
pittsburg-bridges-TYPE,2,96,ht_svd
pittsburg-bridges-TYPE,2,97,ht_svd
pittsburg-bridges-TYPE,2,98,ht_svd
pittsburg-bridges-TYPE,2,99,ht_svd
pittsburg-bridges-TYPE,3,0,ht_svd
pittsburg-bridges-TYPE,3,1,identity
pittsburg-bridges-TYPE,3,2,identity
pittsburg-bridges-TYPE,3,3,identity
pittsburg-bridges-TYPE,3,4,ht_svd
pittsburg-bridges-TYPE,3,5,identity
pittsburg-bridges-TYPE,3,6,ht_svd
pittsburg-bridges-TYPE,3,7,ht_svd
pittsburg-bridges-TYPE,3,8,ht_svd
pittsburg-bridges-TYPE,3,9,ht_svd
pittsburg-bridges-TYPE,3,10,identity
pittsburg-bridges-TYPE,3,11,random_proj
pittsburg-bridges-TYPE,3,12,ht_svd
pittsburg-bridges-TYPE,3,13,ht_svd
pittsburg-bridges-TYPE,3,14,ht_svd
pittsburg-bridges-TYPE,3,15,ht_svd
